id_transacao,cd_cliente,dt_transacao,vl_transacao,tp_transacao,cd_estabelecimento,fl_suspeita,cd_canal
d8455bc1-b409-4df9-97a2-3149570ee28c,FDE4E5F7-EE2,2024-09-14,15025.58,TED,,False,APP
af7f1635-2331-404b-8538-4ac97fa2e608,CB3D53E8-E1C,2024-11-05,21197.53,TED,06792513000169,False,POS
f1ee206c-ef87-421c-b841-f0a139afc9c9,E5802ABD-5EF,2024-02-06,12738.8,TED,02563791000193,False,INTERNET
010ec4d1-1773-4411-83bc-11d5e545e260,8D3E1733-0B9,2023-04-26,12372.95,SAQUE,36908751000158,False,POS
d0e52c7a-d04d-4ef3-8d66-919190048655,4D87403E-569,2023-01-13,1776.69,TED,47325809000157,False,INTERNET
b670d212-b291-44de-b7a1-054cacfa3ecf,5F2B3C2A-F0B,2024-08-05,9671.88,PIX,73206491000103,False,INTERNET
1a280ea4-a48a-4e81-9ec9-981faa3709d4,3BBBE051-952,2023-03-16,19068.5,COMPRA,56029187000100,False,APP
b9636ca3-4f4e-4728-9714-4e20ebc20479,92BF1FED-E43,2023-02-10,6555.74,COMPRA,67893520000141,False,ATM
91b57cf9-da37-4c03-ae89-5fc5d313d0e8,619CA749-0C4,2024-10-05,12666.01,ESTORNO,04856793000104,False,ATM
59dbc49f-1c3c-42cd-abbc-e7a627e0c8e8,504CD611-39B,2024-02-16,10590.25,COMPRA,29570841000116,False,POS
e293cfd8-e2f6-4b49-8f97-7814fe8124f2,35006C8D-995,2023-10-12,15401.75,COMPRA,58630179000140,False,POS
3fb70306-421c-4c6a-be40-4121abd87400,228511AF-A5B,2023-06-09,23023.24,PAGAMENTO_BOLETO,61583942000134,False,POS
e4764ec5-202a-4c28-88e4-b1757828236e,AE8E9497-1F0,2024-10-27,15857.9,ESTORNO,01932675000131,False,AGENCIA
323a80f7-9961-4070-9ba7-a822f415ecdf,E0C9A08C-D89,2023-09-02,17467.35,COMPRA,31026894000112,False,ATM
4203e559-c00b-4b6d-ace8-c29d254769ce,134A9EFB-3EE,2024-09-18,2900.99,PAGAMENTO_BOLETO,39410267000192,False,INTERNET
200f3734-9f44-43a8-9d35-4a2b23ca70d8,08B6AAAB-0CF,2024-12-25,2987.4,SAQUE,65872903000108,False,INTERNET
ffd2c02f-6bb7-40bd-a6d9-08575d7b7be0,0B414D6B-F03,2023-12-22,12411.08,PAGAMENTO_BOLETO,69420573000170,False,AGENCIA
05212018-de95-422f-a7e8-610b8d4ddd06,324BF882-5C1,2023-05-10,4175.32,ESTORNO,63014527000195,False,AGENCIA
cedfd801-2117-468f-a0bb-893b484bde18,EBAAC467-B25,2023-05-01,18323.8,COMPRA,49827613000196,False,ATM
e616b269-1440-4b7d-95e7-7725b8ad9414,DC05E343-B95,2023-03-07,6800.61,TED,81905346000130,False,POS
7266db00-74ae-42d0-900a-cf31864c1245,83C55C50-7C9,2024-05-23,15688.88,PIX,61573940000164,False,APP
daa62b1a-444f-4e7f-8b29-6c105f4bfce3,2101CDD9-298,2024-08-03,12491.0,SAQUE,82496170000173,False,AGENCIA
5c897b1a-65e6-4aae-acdc-d2202c3ef810,F36BDAFB-3B1,2024-08-10,19333.56,ESTORNO,87345012000136,False,INTERNET
c1e15048-600b-4999-b2b7-6ffc512e39f3,E312DF12-082,2023-01-03,18519.89,COMPRA,67490352000143,False,APP
403d12ee-b548-489e-9a87-e75b2b459e67,BE4D0ACA-496,2024-04-28,6114.92,TED,14085379000194,False,INTERNET
d7c58b24-aec9-4b95-b9e4-da82601591d7,7E6F7315-955,2023-02-06,4475.25,PAGAMENTO_BOLETO,82104953000164,False,ATM
c74b01a5-0763-4de0-b734-f0f1343023c3,3F35E506-602,2023-09-12,5614.05,PIX,39518604000160,False,AGENCIA
1439b775-d2aa-4813-9b68-04a658c51b70,4CE6D65C-361,2023-03-21,6782.54,PAGAMENTO_BOLETO,89617023000153,False,POS
469cfe50-8131-4394-b23e-ea1b88c13e0b,C804D7BB-5AD,2023-02-23,16833.63,SAQUE,06832947000145,False,POS
